route_id,date,month,BPI
T114,2026-03-03,2026-03,0.7739
T115,2026-03-03,2026-03,0
T117,2026-03-03,2026-03,0.9384
T121,2026-03-03,2026-03,0.9679
T152,2026-03-03,2026-03,0.8327
T154,2026-03-03,2026-03,0.8449
T180,2026-03-03,2026-03,0.9263
T305,2026-03-03,2026-03,0.8396
T352,2026-03-03,2026-03,0.5016
T400,2026-03-03,2026-03,0.9219
T401,2026-03-03,2026-03,0.8959
T402,2026-03-03,2026-03,0.4721
T407,2026-03-03,2026-03,0.784
T408,2026-03-03,2026-03,0.8255
T409,2026-03-03,2026-03,0.9708
T410,2026-03-03,2026-03,0.5756
T411,2026-03-03,2026-03,0.8975
T412,2026-03-03,2026-03,0.7379
T413,2026-03-03,2026-03,0.9683
T414,2026-03-03,2026-03,0.8442
T415,2026-03-03,2026-03,0.6579
T416,2026-03-03,2026-03,0.8253
T417,2026-03-03,2026-03,0.9095
T418,2026-03-03,2026-03,0.8009
T419,2026-03-03,2026-03,0.7153
T451,2026-03-03,2026-03,0.7765
T453,2026-03-03,2026-03,0.8182
T455,2026-03-03,2026-03,0
T457,2026-03-03,2026-03,0.9167
T458,2026-03-03,2026-03,0.8908
T459,2026-03-03,2026-03,0.8472
T460,2026-03-03,2026-03,0.8648
T461,2026-03-03,2026-03,0.8544
T462,2026-03-03,2026-03,0.7656
T463,2026-03-03,2026-03,0.9113
T464,2026-03-03,2026-03,0.7989
T465,2026-03-03,2026-03,0.7584
T504,2026-03-03,2026-03,0.9154
T505,2026-03-03,2026-03,0.8676
T509,2026-03-03,2026-03,0.7869
T511,2026-03-03,2026-03,0.725
T543,2026-03-03,2026-03,0.8584
T544,2026-03-03,2026-03,0
T559,2026-03-03,2026-03,0.8325
T560,2026-03-03,2026-03,0.8001
T561,2026-03-03,2026-03,0.9745
T565,2026-03-03,2026-03,0.293
T566,2026-03-03,2026-03,0.9208
T567,2026-03-03,2026-03,0.9171
T568,2026-03-03,2026-03,0.6213
T569,2026-03-03,2026-03,0.6903
T585,2026-03-03,2026-03,0.9327
T586,2026-03-03,2026-03,0.9597
T587,2026-03-03,2026-03,0.9626
T588,2026-03-03,2026-03,0.8978
T589,2026-03-03,2026-03,0.8977
T772,2026-03-03,2026-03,0.7335
T801,2026-03-03,2026-03,0.9531
T802,2026-03-03,2026-03,0
T803,2026-03-03,2026-03,0.855
T804,2026-03-03,2026-03,0.7201
T805,2026-03-03,2026-03,0.9023
T807,2026-03-03,2026-03,0.8984
T808,2026-03-03,2026-03,0.8646
T809,2026-03-03,2026-03,0.9419
T810,2026-03-03,2026-03,0.7381
T811,2026-03-03,2026-03,0.8847
T812,2026-03-03,2026-03,0.8308
T813,2026-03-03,2026-03,0.9685
T814,2026-03-03,2026-03,0.9414
T815,2026-03-03,2026-03,0.682
T816,2026-03-03,2026-03,0.7674
T817,2026-03-03,2026-03,0.8711
T818,2026-03-03,2026-03,0.7973
T821,2026-03-03,2026-03,0.8101
T852,2026-03-03,2026-03,0.8077
T100,2026-03-04,2026-03,0.9789
T101,2026-03-04,2026-03,0.873
T102,2026-03-04,2026-03,0.9441
T103,2026-03-04,2026-03,0.5286
T104,2026-03-04,2026-03,0.3795
T105,2026-03-04,2026-03,0.9531
T106,2026-03-04,2026-03,0.9922
T107,2026-03-04,2026-03,0.9814
T108,2026-03-04,2026-03,0.8273
T109,2026-03-04,2026-03,0.8325
T110,2026-03-04,2026-03,0.8815
T114,2026-03-04,2026-03,0.7606
T115,2026-03-04,2026-03,0.9123
T117,2026-03-04,2026-03,1
T121,2026-03-04,2026-03,1
T152,2026-03-04,2026-03,0.8287
T154,2026-03-04,2026-03,0.9214
T180,2026-03-04,2026-03,0.9602
T305,2026-03-04,2026-03,0.8428
T352,2026-03-04,2026-03,0.7568
T400,2026-03-04,2026-03,0.9056
T401,2026-03-04,2026-03,0.912
T402,2026-03-04,2026-03,0.9399
T407,2026-03-04,2026-03,0.7813
T408,2026-03-04,2026-03,0.8169
T409,2026-03-04,2026-03,0.9587
T410,2026-03-04,2026-03,0.5678
T411,2026-03-04,2026-03,0.9724
T412,2026-03-04,2026-03,0.986
T413,2026-03-04,2026-03,0.9839
T414,2026-03-04,2026-03,0.842
T415,2026-03-04,2026-03,0.6536
T416,2026-03-04,2026-03,0.8325
T417,2026-03-04,2026-03,0.958
T418,2026-03-04,2026-03,0.853
T419,2026-03-04,2026-03,0.7154
T451,2026-03-04,2026-03,0.7082
T453,2026-03-04,2026-03,0.3361
T455,2026-03-04,2026-03,0.9495
T457,2026-03-04,2026-03,0.9562
T458,2026-03-04,2026-03,0.9285
T459,2026-03-04,2026-03,0.8213
T460,2026-03-04,2026-03,0.89
T461,2026-03-04,2026-03,0
T462,2026-03-04,2026-03,0.9378
T463,2026-03-04,2026-03,0.9331
T464,2026-03-04,2026-03,0.7728
T465,2026-03-04,2026-03,0.8054
T504,2026-03-04,2026-03,0.8739
T505,2026-03-04,2026-03,0.9311
T509,2026-03-04,2026-03,0.8233
T511,2026-03-04,2026-03,0.7503
T543,2026-03-04,2026-03,0.8429
T544,2026-03-04,2026-03,0.8638
T559,2026-03-04,2026-03,0.7516
T560,2026-03-04,2026-03,0.8853
T561,2026-03-04,2026-03,0.9533
T565,2026-03-04,2026-03,0.8143
T566,2026-03-04,2026-03,0.9631
T567,2026-03-04,2026-03,0.9551
T568,2026-03-04,2026-03,0.8534
T569,2026-03-04,2026-03,0.1112
T585,2026-03-04,2026-03,0.9011
T586,2026-03-04,2026-03,0.9395
T587,2026-03-04,2026-03,0.0344
T588,2026-03-04,2026-03,0.8226
T589,2026-03-04,2026-03,0.8959
T772,2026-03-04,2026-03,0.7566
T801,2026-03-04,2026-03,0.9329
T802,2026-03-04,2026-03,0
T803,2026-03-04,2026-03,0.874
T805,2026-03-04,2026-03,0.7459
T807,2026-03-04,2026-03,0.9105
T808,2026-03-04,2026-03,0.8496
T809,2026-03-04,2026-03,0.947
T810,2026-03-04,2026-03,0.7391
T811,2026-03-04,2026-03,0.8742
T812,2026-03-04,2026-03,0.8542
T813,2026-03-04,2026-03,0.9393
T814,2026-03-04,2026-03,0.9538
T815,2026-03-04,2026-03,0.8918
T816,2026-03-04,2026-03,0.8956
T817,2026-03-04,2026-03,0.8617
T818,2026-03-04,2026-03,0.8798
T821,2026-03-04,2026-03,0.7479
T852,2026-03-04,2026-03,0.8569
T100,2026-03-05,2026-03,0.9601
T101,2026-03-05,2026-03,0.915
T102,2026-03-05,2026-03,0.8427
T103,2026-03-05,2026-03,0.8846
T104,2026-03-05,2026-03,0.9071
T105,2026-03-05,2026-03,0.8769
T106,2026-03-05,2026-03,0.9789
T107,2026-03-05,2026-03,0.9274
T108,2026-03-05,2026-03,0.774
T109,2026-03-05,2026-03,0.8068
T110,2026-03-05,2026-03,0.8679
T114,2026-03-05,2026-03,0.7344
T115,2026-03-05,2026-03,0.885
T117,2026-03-05,2026-03,0.9806
T121,2026-03-05,2026-03,0.983
T152,2026-03-05,2026-03,0.7954
T154,2026-03-05,2026-03,0.9096
T180,2026-03-05,2026-03,0.8944
T305,2026-03-05,2026-03,0.7867
T352,2026-03-05,2026-03,0.7921
T400,2026-03-05,2026-03,0.9382
T401,2026-03-05,2026-03,0.8729
T402,2026-03-05,2026-03,0.9405
T408,2026-03-05,2026-03,0.8595
T409,2026-03-05,2026-03,0.9564
T410,2026-03-05,2026-03,0.5196
T411,2026-03-05,2026-03,0.9208
T412,2026-03-05,2026-03,0.9879
T413,2026-03-05,2026-03,0.9867
T414,2026-03-05,2026-03,0.9196
T415,2026-03-05,2026-03,0.6225
T416,2026-03-05,2026-03,0.8635
T417,2026-03-05,2026-03,0.9622
T418,2026-03-05,2026-03,0.8515
T419,2026-03-05,2026-03,0.7739
T451,2026-03-05,2026-03,0.7615
T453,2026-03-05,2026-03,0.6473
T455,2026-03-05,2026-03,0.9436
T457,2026-03-05,2026-03,0.9299
T458,2026-03-05,2026-03,0.8936
T459,2026-03-05,2026-03,0.8764
T460,2026-03-05,2026-03,0.7503
T461,2026-03-05,2026-03,0.8345
T462,2026-03-05,2026-03,0.9185
T463,2026-03-05,2026-03,0.9129
T464,2026-03-05,2026-03,0.7815
T465,2026-03-05,2026-03,0.7801
T504,2026-03-05,2026-03,0.8169
T505,2026-03-05,2026-03,0.886
T509,2026-03-05,2026-03,0.8153
T511,2026-03-05,2026-03,0.8347
T543,2026-03-05,2026-03,0.8136
T544,2026-03-05,2026-03,0.2136
T545,2026-03-05,2026-03,0.6167
T559,2026-03-05,2026-03,0.7357
T560,2026-03-05,2026-03,0.8913
T561,2026-03-05,2026-03,0.9552
T565,2026-03-05,2026-03,0.8783
T566,2026-03-05,2026-03,0.9549
T567,2026-03-05,2026-03,1
T568,2026-03-05,2026-03,0.8435
T585,2026-03-05,2026-03,0.8393
T586,2026-03-05,2026-03,0.9308
T587,2026-03-05,2026-03,0.9736
T588,2026-03-05,2026-03,0.7895
T589,2026-03-05,2026-03,0.8729
T772,2026-03-05,2026-03,0.7322
T801,2026-03-05,2026-03,0.5074
T802,2026-03-05,2026-03,0.9146
T803,2026-03-05,2026-03,0.9085
T805,2026-03-05,2026-03,0.8931
T807,2026-03-05,2026-03,0.9204
T808,2026-03-05,2026-03,0.9292
T809,2026-03-05,2026-03,0.9171
T810,2026-03-05,2026-03,0.7637
T811,2026-03-05,2026-03,0.8734
T812,2026-03-05,2026-03,0.849
T813,2026-03-05,2026-03,0.9146
T814,2026-03-05,2026-03,0.9366
T815,2026-03-05,2026-03,0.8693
T816,2026-03-05,2026-03,0.8933
T817,2026-03-05,2026-03,0.738
T818,2026-03-05,2026-03,0.9132
T821,2026-03-05,2026-03,0.8376
T852,2026-03-05,2026-03,0.8188
T100,2026-03-06,2026-03,0.9238
T101,2026-03-06,2026-03,0.7955
T102,2026-03-06,2026-03,0.8708
T103,2026-03-06,2026-03,0.86
T104,2026-03-06,2026-03,0.8888
T105,2026-03-06,2026-03,0.8409
T106,2026-03-06,2026-03,0.8577
T107,2026-03-06,2026-03,0.6351
T108,2026-03-06,2026-03,0.7839
T109,2026-03-06,2026-03,0
T110,2026-03-06,2026-03,0.8912
T114,2026-03-06,2026-03,0.7157
T115,2026-03-06,2026-03,0.8689
T117,2026-03-06,2026-03,0.9119
T121,2026-03-06,2026-03,0.9917
T152,2026-03-06,2026-03,0.804
T154,2026-03-06,2026-03,0.8503
T180,2026-03-06,2026-03,0.9569
T305,2026-03-06,2026-03,0.8045
T352,2026-03-06,2026-03,0.7743
T400,2026-03-06,2026-03,0.9186
T401,2026-03-06,2026-03,0.9347
T402,2026-03-06,2026-03,0.8732
T408,2026-03-06,2026-03,0.8444
T409,2026-03-06,2026-03,0.9735
T410,2026-03-06,2026-03,0.5446
T411,2026-03-06,2026-03,0.9247
T412,2026-03-06,2026-03,0.9819
T413,2026-03-06,2026-03,0.9901
T414,2026-03-06,2026-03,0.8625
T415,2026-03-06,2026-03,0.589
T416,2026-03-06,2026-03,0.8486
T417,2026-03-06,2026-03,0.8998
T418,2026-03-06,2026-03,0.8433
T419,2026-03-06,2026-03,0.4416
T451,2026-03-06,2026-03,0.7546
T453,2026-03-06,2026-03,0.7556
T455,2026-03-06,2026-03,0.9478
T457,2026-03-06,2026-03,0.9184
T458,2026-03-06,2026-03,0.8516
T459,2026-03-06,2026-03,0.8609
T460,2026-03-06,2026-03,0.8979
T461,2026-03-06,2026-03,0.887
T462,2026-03-06,2026-03,0.9472
T463,2026-03-06,2026-03,0.9036
T464,2026-03-06,2026-03,0.7725
T465,2026-03-06,2026-03,0.6409
T504,2026-03-06,2026-03,0.8958
T505,2026-03-06,2026-03,0.9375
T507,2026-03-06,2026-03,0.9302
T509,2026-03-06,2026-03,0.8076
T511,2026-03-06,2026-03,0.8112
T543,2026-03-06,2026-03,0.838
T544,2026-03-06,2026-03,0.8651
T559,2026-03-06,2026-03,0.798
T560,2026-03-06,2026-03,0.9003
T561,2026-03-06,2026-03,0.9245
T565,2026-03-06,2026-03,0.8219
T566,2026-03-06,2026-03,0.9161
T567,2026-03-06,2026-03,0.9375
T568,2026-03-06,2026-03,0.7991
T569,2026-03-06,2026-03,0.8589
T585,2026-03-06,2026-03,0.9354
T586,2026-03-06,2026-03,0.9232
T587,2026-03-06,2026-03,0.9657
T588,2026-03-06,2026-03,0.878
T589,2026-03-06,2026-03,0.9119
T772,2026-03-06,2026-03,0.7205
T801,2026-03-06,2026-03,0.8606
T802,2026-03-06,2026-03,0.908
T803,2026-03-06,2026-03,0.8559
T804,2026-03-06,2026-03,0.822
T805,2026-03-06,2026-03,0.8917
T807,2026-03-06,2026-03,0.9006
T808,2026-03-06,2026-03,0.8997
T809,2026-03-06,2026-03,0.8814
T810,2026-03-06,2026-03,0.7311
T811,2026-03-06,2026-03,0.8825
T812,2026-03-06,2026-03,0.9122
T813,2026-03-06,2026-03,0.9006
T814,2026-03-06,2026-03,0.8638
T815,2026-03-06,2026-03,0.8859
T816,2026-03-06,2026-03,0.7977
T817,2026-03-06,2026-03,0.7274
T818,2026-03-06,2026-03,0.895
T821,2026-03-06,2026-03,0.7587
T852,2026-03-06,2026-03,0.8238
T100,2026-03-09,2026-03,0.9834
T101,2026-03-09,2026-03,0.6913
T102,2026-03-09,2026-03,0
T103,2026-03-09,2026-03,0.8822
T104,2026-03-09,2026-03,0.906
T105,2026-03-09,2026-03,0.8571
T106,2026-03-09,2026-03,0.9711
T107,2026-03-09,2026-03,0.963
T108,2026-03-09,2026-03,0.8258
T109,2026-03-09,2026-03,0.8709
T110,2026-03-09,2026-03,0.9013
T114,2026-03-09,2026-03,0.8044
T115,2026-03-09,2026-03,0.8592
T117,2026-03-09,2026-03,1
T121,2026-03-09,2026-03,0.9811
T152,2026-03-09,2026-03,0.8313
T154,2026-03-09,2026-03,0.8882
T180,2026-03-09,2026-03,0.9557
T305,2026-03-09,2026-03,0.7957
T352,2026-03-09,2026-03,0.7646
T400,2026-03-09,2026-03,0.9681
T401,2026-03-09,2026-03,0.9144
T402,2026-03-09,2026-03,0
T408,2026-03-09,2026-03,0.8576
T409,2026-03-09,2026-03,0.9746
T410,2026-03-09,2026-03,0.5455
T411,2026-03-09,2026-03,0.9234
T412,2026-03-09,2026-03,0.9882
T413,2026-03-09,2026-03,0.9669
T414,2026-03-09,2026-03,0.9286
T415,2026-03-09,2026-03,0.6932
T416,2026-03-09,2026-03,0.8216
T417,2026-03-09,2026-03,0.8548
T418,2026-03-09,2026-03,0.8068
T419,2026-03-09,2026-03,0.6898
T451,2026-03-09,2026-03,0.7326
T453,2026-03-09,2026-03,0.8246
T455,2026-03-09,2026-03,0.8915
T457,2026-03-09,2026-03,0.9446
T458,2026-03-09,2026-03,0.8245
T459,2026-03-09,2026-03,0.8129
T460,2026-03-09,2026-03,0.9024
T461,2026-03-09,2026-03,0.9036
T462,2026-03-09,2026-03,0.9168
T463,2026-03-09,2026-03,0
T464,2026-03-09,2026-03,0.8115
T465,2026-03-09,2026-03,0.8019
T505,2026-03-09,2026-03,0.8828
T509,2026-03-09,2026-03,0.8126
T511,2026-03-09,2026-03,0.6903
T543,2026-03-09,2026-03,0.6613
T544,2026-03-09,2026-03,0.9306
T545,2026-03-09,2026-03,0.5564
T559,2026-03-09,2026-03,0.6673
T560,2026-03-09,2026-03,0.8877
T561,2026-03-09,2026-03,0.9693
T565,2026-03-09,2026-03,0.8991
T566,2026-03-09,2026-03,0.9455
T567,2026-03-09,2026-03,0.9265
T568,2026-03-09,2026-03,0.7025
T569,2026-03-09,2026-03,0.8257
T585,2026-03-09,2026-03,0.8525
T586,2026-03-09,2026-03,0.9309
T587,2026-03-09,2026-03,0.9742
T588,2026-03-09,2026-03,0.8405
T589,2026-03-09,2026-03,0.9366
T772,2026-03-09,2026-03,0.7493
T801,2026-03-09,2026-03,0.5725
T802,2026-03-09,2026-03,0.8876
T803,2026-03-09,2026-03,0.8811
T804,2026-03-09,2026-03,0.8168
T805,2026-03-09,2026-03,0.849
T807,2026-03-09,2026-03,0.8513
T808,2026-03-09,2026-03,0.9228
T809,2026-03-09,2026-03,0.9431
T810,2026-03-09,2026-03,0.7593
T811,2026-03-09,2026-03,0.9107
T812,2026-03-09,2026-03,0.869
T813,2026-03-09,2026-03,0.9103
T814,2026-03-09,2026-03,0.9656
T815,2026-03-09,2026-03,0.882
T816,2026-03-09,2026-03,0.9366
T817,2026-03-09,2026-03,0.8783
T818,2026-03-09,2026-03,0.8925
T821,2026-03-09,2026-03,0.8246
T852,2026-03-09,2026-03,0.7998
T100,2026-03-10,2026-03,0.877
T101,2026-03-10,2026-03,0.8633
T102,2026-03-10,2026-03,0.9187
T103,2026-03-10,2026-03,0.8425
T104,2026-03-10,2026-03,0.8266
T105,2026-03-10,2026-03,0.9206
T106,2026-03-10,2026-03,0.9789
T107,2026-03-10,2026-03,0.993
T108,2026-03-10,2026-03,0.7953
T109,2026-03-10,2026-03,0.7885
T110,2026-03-10,2026-03,0.8793
T114,2026-03-10,2026-03,0.7725
T115,2026-03-10,2026-03,0.8557
T117,2026-03-10,2026-03,1
T121,2026-03-10,2026-03,0.9769
T152,2026-03-10,2026-03,0.0579
T154,2026-03-10,2026-03,0.8272
T180,2026-03-10,2026-03,0.9585
T305,2026-03-10,2026-03,0.8221
T352,2026-03-10,2026-03,0.769
T400,2026-03-10,2026-03,0.9292
T401,2026-03-10,2026-03,0.9139
T402,2026-03-10,2026-03,0
T408,2026-03-10,2026-03,0.869
T409,2026-03-10,2026-03,0.9613
T410,2026-03-10,2026-03,0.5627
T411,2026-03-10,2026-03,0.9559
T412,2026-03-10,2026-03,0.9904
T413,2026-03-10,2026-03,0.9694
T414,2026-03-10,2026-03,0.9182
T415,2026-03-10,2026-03,0.6665
T416,2026-03-10,2026-03,0.8293
T417,2026-03-10,2026-03,0.9731
T418,2026-03-10,2026-03,0.8071
T419,2026-03-10,2026-03,0.0935
T451,2026-03-10,2026-03,0.72
T453,2026-03-10,2026-03,0.7799
T455,2026-03-10,2026-03,0.9414
T457,2026-03-10,2026-03,0.8715
T458,2026-03-10,2026-03,0.8735
T459,2026-03-10,2026-03,0.88
T460,2026-03-10,2026-03,0.8537
T461,2026-03-10,2026-03,0.8943
T462,2026-03-10,2026-03,0.9474
T463,2026-03-10,2026-03,0.9539
T464,2026-03-10,2026-03,0.8005
T465,2026-03-10,2026-03,0.8185
T504,2026-03-10,2026-03,0.9301
T505,2026-03-10,2026-03,0.9352
T509,2026-03-10,2026-03,0.8528
T511,2026-03-10,2026-03,0.8083
T543,2026-03-10,2026-03,0.8376
T544,2026-03-10,2026-03,0.8778
T545,2026-03-10,2026-03,0.6424
T559,2026-03-10,2026-03,0.7229
T560,2026-03-10,2026-03,0.9078
T561,2026-03-10,2026-03,0.9646
T565,2026-03-10,2026-03,0.8503
T566,2026-03-10,2026-03,0.9379
T567,2026-03-10,2026-03,0.8752
T568,2026-03-10,2026-03,0.7197
T569,2026-03-10,2026-03,0.7958
T585,2026-03-10,2026-03,0.7991
T586,2026-03-10,2026-03,0.9409
T587,2026-03-10,2026-03,0.9822
T588,2026-03-10,2026-03,0.8664
T589,2026-03-10,2026-03,0.9124
T772,2026-03-10,2026-03,0.6787
T801,2026-03-10,2026-03,0.9582
T802,2026-03-10,2026-03,0
T803,2026-03-10,2026-03,0.7944
T805,2026-03-10,2026-03,0.8814
T807,2026-03-10,2026-03,0.8678
T808,2026-03-10,2026-03,0.8427
T809,2026-03-10,2026-03,0.9114
T810,2026-03-10,2026-03,0.7447
T811,2026-03-10,2026-03,0.8918
T812,2026-03-10,2026-03,0.8638
T813,2026-03-10,2026-03,0.9094
T814,2026-03-10,2026-03,0.9397
T815,2026-03-10,2026-03,0.8474
T816,2026-03-10,2026-03,0.833
T817,2026-03-10,2026-03,0.8517
T818,2026-03-10,2026-03,0.8595
T821,2026-03-10,2026-03,0.8319
T852,2026-03-10,2026-03,0.8423
T100,2026-03-11,2026-03,0.9029
T101,2026-03-11,2026-03,0.8326
T102,2026-03-11,2026-03,0.9351
T103,2026-03-11,2026-03,0.8737
T104,2026-03-11,2026-03,0.4942
T105,2026-03-11,2026-03,0.3369
T106,2026-03-11,2026-03,0.96
T107,2026-03-11,2026-03,0.9873
T108,2026-03-11,2026-03,0.7111
T109,2026-03-11,2026-03,0.8262
T110,2026-03-11,2026-03,0.894
T114,2026-03-11,2026-03,0.7927
T115,2026-03-11,2026-03,0.9059
T117,2026-03-11,2026-03,1
T121,2026-03-11,2026-03,0.9886
T152,2026-03-11,2026-03,0.8421
T154,2026-03-11,2026-03,0.8344
T180,2026-03-11,2026-03,0.9465
T305,2026-03-11,2026-03,0.7728
T352,2026-03-11,2026-03,0.6872
T400,2026-03-11,2026-03,0.9383
T401,2026-03-11,2026-03,0.9294
T402,2026-03-11,2026-03,0.9427
T408,2026-03-11,2026-03,0.8484
T409,2026-03-11,2026-03,0.9593
T410,2026-03-11,2026-03,0.5965
T411,2026-03-11,2026-03,0.9569
T412,2026-03-11,2026-03,0.9848
T413,2026-03-11,2026-03,0.9533
T414,2026-03-11,2026-03,0.7249
T415,2026-03-11,2026-03,0.6332
T416,2026-03-11,2026-03,0.8804
T417,2026-03-11,2026-03,0.9893
T418,2026-03-11,2026-03,0.8392
T419,2026-03-11,2026-03,0.674
T451,2026-03-11,2026-03,0.756
T453,2026-03-11,2026-03,0.8341
T455,2026-03-11,2026-03,0.9718
T457,2026-03-11,2026-03,0.9342
T458,2026-03-11,2026-03,0.8507
T459,2026-03-11,2026-03,0.7972
T460,2026-03-11,2026-03,0.8701
T461,2026-03-11,2026-03,0.5839
T462,2026-03-11,2026-03,0.8547
T463,2026-03-11,2026-03,0.9591
T464,2026-03-11,2026-03,0.7696
T465,2026-03-11,2026-03,0.6964
T504,2026-03-11,2026-03,0.8604
T505,2026-03-11,2026-03,0.8786
T507,2026-03-11,2026-03,0.7925
T509,2026-03-11,2026-03,0.7957
T511,2026-03-11,2026-03,0.7528
T543,2026-03-11,2026-03,0.8114
T544,2026-03-11,2026-03,0.9157
T545,2026-03-11,2026-03,0.8293
T559,2026-03-11,2026-03,0.7381
T560,2026-03-11,2026-03,0.8841
T561,2026-03-11,2026-03,0.9557
T565,2026-03-11,2026-03,0.7402
T566,2026-03-11,2026-03,0.9541
T567,2026-03-11,2026-03,0.9028
T568,2026-03-11,2026-03,0.833
T569,2026-03-11,2026-03,0.848
T585,2026-03-11,2026-03,0.8984
T586,2026-03-11,2026-03,0.9382
T587,2026-03-11,2026-03,0.8839
T588,2026-03-11,2026-03,0.8233
T589,2026-03-11,2026-03,0.3448
T772,2026-03-11,2026-03,0.7656
T801,2026-03-11,2026-03,0.9228
T802,2026-03-11,2026-03,0.9496
T803,2026-03-11,2026-03,0.8807
T805,2026-03-11,2026-03,0.8919
T807,2026-03-11,2026-03,0.8551
T808,2026-03-11,2026-03,0.901
T809,2026-03-11,2026-03,0.936
T810,2026-03-11,2026-03,0.7111
T811,2026-03-11,2026-03,0.8973
T812,2026-03-11,2026-03,0.8224
T813,2026-03-11,2026-03,0.9371
T814,2026-03-11,2026-03,0.8946
T815,2026-03-11,2026-03,0.8211
T816,2026-03-11,2026-03,0.8171
T817,2026-03-11,2026-03,0.8062
T818,2026-03-11,2026-03,0.8957
T821,2026-03-11,2026-03,0.796
T852,2026-03-11,2026-03,0.8426
T100,2026-03-12,2026-03,0.9635
T101,2026-03-12,2026-03,0.8856
T102,2026-03-12,2026-03,0.8955
T103,2026-03-12,2026-03,0.86
T104,2026-03-12,2026-03,0.8012
T105,2026-03-12,2026-03,0.9446
T106,2026-03-12,2026-03,0.9443
T107,2026-03-12,2026-03,0.8905
T108,2026-03-12,2026-03,0.8296
T109,2026-03-12,2026-03,0.8509
T110,2026-03-12,2026-03,0.823
T114,2026-03-12,2026-03,0.8386
T115,2026-03-12,2026-03,0.9165
T117,2026-03-12,2026-03,1
T121,2026-03-12,2026-03,1
