"route_short_name","route_long_name","route_id","total_schedule_duration","date","month","n","n_on_time","n_early","n_late","otp","log_x1","mae_ratio","sd_mae_ratio","1 - normalised mae ratio","log_I_hat","I_hat"
"T789","Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark","T7890",9.51666666666666,2025-10-08,"2025-10",57,56,0,1,0.9825,-0.0177,0.2881,0.398910684488563,0.7119,-0.3104,0.7332
"T789","Stesen LRT Universiti ~ Universiti Malaya via Pantai Hillpark","T7890",9.73333333333333,2025-11-14,"2025-11",297,287,0,10,0.9663,-0.0342,0.2734,1.37441149824207,0.7266,-0.3046,0.7374
"T790","Stesen LRT Paramount ~ Mid Valley","T7900",31.8833333333333,2025-07-16,"2025-07",341,322,16,3,0.9443,-0.0573,0.126,0.0330815336043033,0.874,-0.167,0.8462
"T790","Stesen LRT Paramount ~ Mid Valley","T7900",31.8833333333333,2025-08-05,"2025-08",193,180,10,3,0.9326,-0.0697,0.0923,0.0285551596538549,0.9077,-0.1585,0.8534
"T790","Stesen LRT Paramount ~ Mid Valley","T7900",30.2,2025-09-30,"2025-09",129,120,8,1,0.9302,-0.0723,0.0989,0.485769928765471,0.9011,-0.1649,0.848
"T790","Stesen LRT Paramount ~ Mid Valley","T7900",31.3666666666667,2025-10-29,"2025-10",231,220,7,4,0.9524,-0.0488,0.1232,0.0376354146679618,0.8768,-0.1561,0.8555
"T790","Stesen LRT Paramount ~ Mid Valley","T7900",31.8833333333333,2025-11-03,"2025-11",295,279,14,2,0.9458,-0.0558,0.0963,0.0567160261742658,0.9037,-0.1467,0.8636
"T791","Stesen LRT Kerinchi ~ Pantai Hill Park","T7910",28.9833333333333,2025-07-02,"2025-07",480,453,14,13,0.9438,-0.0579,0.1864,0.703843383809784,0.8136,-0.2202,0.8024
"T791","Stesen LRT Kerinchi ~ Pantai Hill Park","T7910",27.9166666666667,2025-08-01,"2025-08",466,436,18,12,0.9356,-0.0665,0.8788,1.15546506487339,0.1212,-2.1825,0.1128
"T791","Stesen LRT Kerinchi ~ Pantai Hill Park","T7910",28.3166666666667,2025-09-18,"2025-09",441,412,17,12,0.9342,-0.068,0.4997,1.14972107059208,0.5003,-0.8062,0.4466
"T791","Stesen LRT Kerinchi ~ Pantai Hill Park","T7910",27.6,2025-10-31,"2025-10",162,148,12,2,0.9136,-0.0904,0.1807,0.905096176767494,0.8193,-0.2473,0.7809
"T791","Stesen LRT Kerinchi ~ Pantai Hill Park","T7910",23.7166666666667,2025-11-19,"2025-11",186,179,2,5,0.9624,-0.0384,0.9861,0.954168631846594,0.0139,-2.6793,0.0686
"T850","Stesen LRT Bangsar ~ Stesen MRT Semantan","T8500",18.8666666666667,2025-07-01,"2025-07",137,134,0,3,0.9781,-0.0221,0.1881,2.47359096631125,0.8119,-0.1854,0.8308
"T850","Stesen LRT Bangsar ~ Stesen MRT Semantan","T8500",18.8666666666667,2025-08-11,"2025-08",116,114,0,2,0.9828,-0.0174,0.1519,1.29639935398009,0.8481,-0.1466,0.8636
"T850","Stesen LRT Bangsar ~ Stesen MRT Semantan","T8500",18.8666666666667,2025-09-24,"2025-09",65,64,0,1,0.9846,-0.0155,0.0668,2.5023524261137,0.9332,-0.0912,0.9128
"T850","Stesen LRT Bangsar ~ Stesen MRT Semantan","T8500",18.0333333333333,2025-10-29,"2025-10",80,75,2,3,0.9375,-0.0645,2.6507,3.7435241643438,0,NA,0
"T850","Stesen LRT Bangsar ~ Stesen MRT Semantan","T8500",18.8666666666667,2025-11-14,"2025-11",69,65,0,4,0.942,-0.0597,0.4005,1.37166598988585,0.5995,-0.5603,0.571
"T851","KL Sentral ~ Parlimen","T8510",16.95,2025-07-30,"2025-07",20,6,14,0,0.3,-1.204,0.266,0.0393752218436683,0.734,-1.4862,0.2262
"T851","KL Sentral ~ Parlimen","T8510",16.95,2025-08-04,"2025-08",23,8,15,0,0.3478,-1.0561,0.2208,0.216271194612338,0.7792,-1.2756,0.2793
"T851","KL Sentral ~ Parlimen","T8510",16.95,2025-09-09,"2025-09",20,6,14,0,0.3,-1.204,0.2373,0.50935726427201,0.7627,-1.447,0.2353
"T851","KL Sentral ~ Parlimen","T8510",16.95,2025-10-17,"2025-10",13,4,8,1,0.3077,-1.1787,0.2937,0.159365491506289,0.7063,-1.502,0.2227
"T851","KL Sentral ~ Parlimen","T8510",16.95,2025-11-14,"2025-11",26,8,18,0,0.3077,-1.1787,0.2774,0.445122085453343,0.7226,-1.4772,0.2283
"151","Bandar Baru Selayang ~ Hab Lebuh Pudu","U1510",100.766666666667,2025-07-24,"2025-07",517,375,140,2,0.7253,-0.3211,0.1497,0.132950362665193,0.8503,-0.4541,0.635
"151","Bandar Baru Selayang ~ Hab Lebuh Pudu","U1510",88.75,2025-08-04,"2025-08",454,328,126,0,0.7225,-0.3251,0.1591,0.141699782300798,0.8409,-0.4663,0.6273
"151","Bandar Baru Selayang ~ Hab Lebuh Pudu","U1510",71.4833333333333,2025-09-10,"2025-09",107,79,27,1,0.7383,-0.3034,0.1645,0.138784408440371,0.8355,-0.4489,0.6383
"151","Bandar Baru Selayang ~ Hab Lebuh Pudu","U1510",89.5,2025-10-01,"2025-10",451,333,109,9,0.7384,-0.3033,0.1848,0.102807191875368,0.8152,-0.4684,0.626
"151","Bandar Baru Selayang ~ Hab Lebuh Pudu","U1510",100.533333333333,2025-11-20,"2025-11",561,401,151,9,0.7148,-0.3358,0.1777,0.0266856984169424,0.8223,-0.4946,0.6098
"170","Hab Wira Damai ~ Stesen MRT Titiwangsa","U1700",81.65,2025-07-28,"2025-07",444,380,50,14,0.8559,-0.1557,0.1673,0.15911600002027,0.8327,-0.3009,0.7402
"170","Hab Wira Damai ~ Stesen MRT Titiwangsa","U1700",82.1666666666667,2025-08-15,"2025-08",464,382,65,17,0.8233,-0.1945,0.1575,2.5971980826414,0.8425,-0.332,0.7175
"170","Hab Wira Damai ~ Stesen MRT Titiwangsa","U1700",75.8333333333334,2025-09-29,"2025-09",220,187,29,4,0.85,-0.1625,0.2398,1.22548807878405,0.7602,-0.3888,0.6779
"170","Hab Wira Damai ~ Stesen MRT Titiwangsa","U1700",68.9166666666667,2025-10-08,"2025-10",196,170,20,6,0.8673,-0.1423,0.3668,0.853199457605825,0.6332,-0.5754,0.5625
"170","Hab Wira Damai ~ Stesen MRT Titiwangsa","U1700",80.5166666666667,2025-11-07,"2025-11",187,157,25,5,0.8396,-0.1749,0.259,0.499817033189813,0.741,-0.4275,0.6521
"171","Hab Wira Damai ~ Lebuh Ampang via Sentul","U1710",109.2,2025-07-18,"2025-07",905,764,137,4,0.8442,-0.1694,0.2902,0.214902727972724,0.7098,-0.468,0.6263
"171","Hab Wira Damai ~ Lebuh Ampang via Sentul","U1710",109.45,2025-08-18,"2025-08",934,780,147,7,0.8351,-0.1802,0.3294,0.308819591193243,0.6706,-0.5444,0.5802
"171","Hab Wira Damai ~ Lebuh Ampang via Sentul","U1710",106.1,2025-09-10,"2025-09",646,538,107,1,0.8328,-0.1829,0.0822,0.268293984936191,0.9178,-0.2686,0.7644
"171","Hab Wira Damai ~ Lebuh Ampang via Sentul","U1710",80.95,2025-10-13,"2025-10",442,385,54,3,0.871,-0.1381,0.2833,0.312167595297963,0.7167,-0.4256,0.6534
"171","Hab Wira Damai ~ Lebuh Ampang via Sentul","U1710",105.2,2025-11-04,"2025-11",627,534,92,1,0.8517,-0.1606,0.062,0.389451700417822,0.938,-0.2375,0.7886
"173","Taman Jasa Utama ~ Lebuh Ampang","U1730",49.55,2025-07-25,"2025-07",902,895,2,5,0.9922,-0.0078,0.0575,0.0448263236116632,0.9425,-0.0797,0.9234
"173","Taman Jasa Utama ~ Lebuh Ampang","U1730",68.8166666666667,2025-08-12,"2025-08",1419,1403,5,11,0.9887,-0.0113,0.0371,0.0584076479010526,0.9629,-0.0776,0.9253
"173","Taman Jasa Utama ~ Lebuh Ampang","U1730",49.15,2025-09-08,"2025-09",995,979,12,4,0.9839,-0.0162,0.0075,0.105142934769894,0.9925,-0.077,0.9259
"173","Taman Jasa Utama ~ Lebuh Ampang","U1730",44.1833333333333,2025-10-17,"2025-10",493,486,3,4,0.9858,-0.0143,0.0233,0.101655037160421,0.9767,-0.0773,0.9256
"173","Taman Jasa Utama ~ Lebuh Ampang","U1730",48.3166666666667,2025-11-12,"2025-11",1161,1147,3,11,0.9879,-0.0121,0.0547,0.0942736433651174,0.9453,-0.0836,0.9198
"180","Taman Dato' Senu ~ Hab Pasar Seni","U1800",43.2333333333333,2025-07-23,"2025-07",344,307,34,3,0.8924,-0.1138,0.0353,0.0206060593951019,0.9647,-0.1815,0.834
"180","Taman Dato' Senu ~ Hab Pasar Seni","U1800",43.2333333333333,2025-08-12,"2025-08",292,257,32,3,0.8801,-0.1277,0.0699,1.85657248542012,0.9301,-0.207,0.813
"180","Taman Dato' Senu ~ Hab Pasar Seni","U1800",43.2333333333333,2025-09-23,"2025-09",364,317,44,3,0.8709,-0.1383,0.0615,0.0360683990740469,0.9385,-0.2147,0.8068
"180","Taman Dato' Senu ~ Hab Pasar Seni","U1800",43.2333333333333,2025-10-17,"2025-10",151,130,21,0,0.8609,-0.1497,0.0445,0.121440453760367,0.9555,-0.2204,0.8022
"180","Taman Dato' Senu ~ Hab Pasar Seni","U1800",43.2333333333333,2025-11-17,"2025-11",306,271,34,1,0.8856,-0.1215,0.0561,0.0435959893988732,0.9439,-0.1952,0.8227
"190","Desa Sri Hartamas ~ Lin Ho Jln Lekiu","U1900",75.9,2025-07-24,"2025-07",1424,1337,82,5,0.9389,-0.063,0.1206,0.0658614277706169,0.8794,-0.1689,0.8446
"190","Desa Sri Hartamas ~ Lin Ho Jln Lekiu","U1900",71.6833333333333,2025-08-20,"2025-08",1137,1063,64,10,0.9349,-0.0673,0.1291,0.0661517188345239,0.8709,-0.1795,0.8357
"190","Desa Sri Hartamas ~ Lin Ho Jln Lekiu","U1900",72.6666666666667,2025-09-19,"2025-09",1317,1213,84,20,0.921,-0.0823,0.1208,0.0944111589172836,0.8792,-0.1888,0.828
"190","Desa Sri Hartamas ~ Lin Ho Jln Lekiu","U1900",65.9,2025-10-16,"2025-10",518,478,32,8,0.9228,-0.0804,0.2157,0.165144252632325,0.7843,-0.2754,0.7593
"190","Desa Sri Hartamas ~ Lin Ho Jln Lekiu","U1900",75.9,2025-11-18,"2025-11",1596,1442,121,33,0.9035,-0.1015,0.1881,0.0688142330238932,0.8119,-0.2663,0.7662
"191","Taman Sri Segambut~ Monorel Chow Kit","U1910",56.7666666666667,2025-07-16,"2025-07",172,167,4,1,0.9709,-0.0295,0.0056,11.5515943979039,0.9944,-0.0907,0.9133
"191","Taman Sri Segambut~ Monorel Chow Kit","U1910",55.3166666666667,2025-08-22,"2025-08",57,55,1,1,0.9649,-0.0357,0.0301,0.0751873259727203,0.9699,-0.1003,0.9046
"191","Taman Sri Segambut~ Monorel Chow Kit","U1910",59.1833333333333,2025-09-19,"2025-09",176,173,2,1,0.983,-0.0172,0.0535,0.116950404898326,0.9465,-0.088,0.9158
"191","Taman Sri Segambut~ Monorel Chow Kit","U1910",20.4,2025-10-03,"2025-10",41,39,2,0,0.9512,-0.05,0.0089,0.444151705323874,0.9911,-0.1118,0.8942
"191","Taman Sri Segambut~ Monorel Chow Kit","U1910",56.25,2025-11-10,"2025-11",325,318,6,1,0.9785,-0.0218,0.022,5.15924222125934,0.978,-0.0849,0.9186
"200","UIA Gombak ~ SOGO KL","U2000",59.3,2025-07-17,"2025-07",520,499,4,17,0.9596,-0.0412,0.4085,2.93865550263416,0.5915,-0.5588,0.5719
"200","UIA Gombak ~ SOGO KL","U2000",44.9833333333333,2025-08-13,"2025-08",202,197,0,5,0.9752,-0.0251,0.5426,3.86345510366045,0.4574,-0.881,0.4144
"200","UIA Gombak ~ SOGO KL","U2000",48.9166666666667,2025-09-23,"2025-09",352,343,0,9,0.9744,-0.0259,0.4589,1.20215522906621,0.5411,-0.6595,0.5171
"200","UIA Gombak ~ SOGO KL","U2000",16.55,2025-10-29,"2025-10",36,31,1,4,0.8611,-0.1495,0.9918,2.12027733140689,0.0082,-2.8221,0.0595
"200","UIA Gombak ~ SOGO KL","U2000",43.0833333333333,2025-11-21,"2025-11",273,268,0,5,0.9817,-0.0185,0.4836,1.37121399539484,0.5164,-0.7136,0.4899
"201","Batu 12 Gombak ~ Stesen MRT Titiwangsa","U2010",107.15,2025-07-16,"2025-07",197,185,9,3,0.9391,-0.0628,0.0713,0.0499705393726624,0.9287,-0.1412,0.8683
"201","Batu 12 Gombak ~ Stesen MRT Titiwangsa","U2010",104.9,2025-08-05,"2025-08",138,132,5,1,0.9565,-0.0445,0.082,0.246223914354394,0.918,-0.1276,0.8802
"202","Hub Wira Damai ~ Lebuh Ampang via Gombak","U2020",71.6833333333333,2025-07-01,"2025-07",1917,1855,44,18,0.9677,-0.0329,0.405,0.242892274955795,0.595,-0.5429,0.5811
"202","Hub Wira Damai ~ Lebuh Ampang via Gombak","U2020",88.45,2025-08-21,"2025-08",1429,1391,32,6,0.9734,-0.027,0.221,0.271379784312195,0.779,-0.2273,0.7967
"202","Hub Wira Damai ~ Lebuh Ampang via Gombak","U2020",47.9333333333333,2025-09-25,"2025-09",286,276,7,3,0.965,-0.0356,0.188,0.173063906081642,0.812,-0.1989,0.8196
"202","Hub Wira Damai ~ Lebuh Ampang via Gombak","U2020",53.95,2025-10-30,"2025-10",542,525,10,7,0.9686,-0.0319,0.2419,0.335105617291414,0.7581,-0.2587,0.7721
"202","Hub Wira Damai ~ Lebuh Ampang via Gombak","U2020",80.4833333333333,2025-11-21,"2025-11",1313,1266,26,21,0.9642,-0.0365,0.0425,0.166352649387779,0.9575,-0.1047,0.9006
"220","Taman Melawati ~ Lebuh Ampang","U2200",90.1833333333333,2025-07-29,"2025-07",1197,1119,70,8,0.9348,-0.0674,0.1008,0.0969794196006913,0.8992,-0.1611,0.8512
"220","Taman Melawati ~ Lebuh Ampang","U2200",77,2025-08-11,"2025-08",919,869,41,9,0.9456,-0.0559,0.112,0.0778635191797007,0.888,-0.1562,0.8554
"220","Taman Melawati ~ Lebuh Ampang","U2200",53.8,2025-09-09,"2025-09",797,747,40,10,0.9373,-0.0648,0.1376,0.119171822595165,0.8624,-0.1831,0.8327
"220","Taman Melawati ~ Lebuh Ampang","U2200",45.5666666666667,2025-10-23,"2025-10",345,325,20,0,0.942,-0.0597,0.1271,0.25896561756776,0.8729,-0.1701,0.8436
"220","Taman Melawati ~ Lebuh Ampang","U2200",46.3,2025-11-12,"2025-11",578,543,32,3,0.9394,-0.0625,0.0934,0.225183930376925,0.9066,-0.152,0.859
"222","Taman Melawati ~ Stesen LRT Wangsa Maju","U2220",67.3666666666667,2025-07-09,"2025-07",594,516,61,17,0.8687,-0.1408,0.1612,0.751464635613064,0.8388,-0.2804,0.7555
"222","Taman Melawati ~ Stesen LRT Wangsa Maju","U2220",62.8833333333333,2025-08-29,"2025-08",387,338,36,13,0.8734,-0.1354,0.1877,1.41829540889928,0.8123,-0.3005,0.7404
"222","Taman Melawati ~ Stesen LRT Wangsa Maju","U2220",40.5166666666667,2025-09-25,"2025-09",80,73,6,1,0.9125,-0.0916,0.2052,1.29916127720272,0.7948,-0.2746,0.7599
"222","Taman Melawati ~ Stesen LRT Wangsa Maju","U2220",24.25,2025-10-22,"2025-10",91,82,6,3,0.9011,-0.1041,0.1599,1.98770762109221,0.8401,-0.2416,0.7854
"222","Taman Melawati ~ Stesen LRT Wangsa Maju","U2220",66.3,2025-11-13,"2025-11",193,163,25,5,0.8446,-0.1689,0.1088,3.29965186133325,0.8912,-0.2694,0.7638
"250","Stesen LRT Wangsa Maju ~ Lebuh Ampang","U2500",31.8833333333333,2025-07-21,"2025-07",2115,1997,97,21,0.9442,-0.0574,0.0558,0.0233239329831478,0.9442,-0.1301,0.878
"250","Stesen LRT Wangsa Maju ~ Lebuh Ampang","U2500",42.8666666666667,2025-08-13,"2025-08",2056,1935,98,23,0.9411,-0.0607,0.0566,0.14343227288432,0.9434,-0.1338,0.8748
"250","Stesen LRT Wangsa Maju ~ Lebuh Ampang","U2500",31.5666666666667,2025-09-12,"2025-09",2374,2247,99,28,0.9465,-0.055,0.1176,0.176705294704122,0.8824,-0.159,0.853
"250","Stesen LRT Wangsa Maju ~ Lebuh Ampang","U2500",37.4333333333333,2025-10-28,"2025-10",729,685,37,7,0.9396,-0.0623,0.0774,0.1845413381229,0.9226,-0.1434,0.8664
"250","Stesen LRT Wangsa Maju ~ Lebuh Ampang","U2500",29.4833333333333,2025-11-19,"2025-11",1279,1205,50,24,0.9421,-0.0596,0.083,0.193182107090693,0.917,-0.1433,0.8665
"251","AU3 Jentayu ~ Chow Kit","U2510",46,2025-07-10,"2025-07",342,330,0,12,0.9649,-0.0357,0.3449,0.0673613252712006,0.6551,-0.425,0.6538
"251","AU3 Jentayu ~ Chow Kit","U2510",46.8,2025-08-12,"2025-08",617,594,0,23,0.9627,-0.038,0.3527,0.0889541470967728,0.6473,-0.442,0.6427
"251","AU3 Jentayu ~ Chow Kit","U2510",46.1333333333333,2025-09-12,"2025-09",541,527,0,14,0.9741,-0.0262,0.2601,0.27195146247295,0.7399,-0.2773,0.7578
"251","AU3 Jentayu ~ Chow Kit","U2510",17.4333333333333,2025-10-13,"2025-10",159,158,0,1,0.9937,-0.0063,0.1617,0.829236068208675,0.8383,-0.1436,0.8662
"251","AU3 Jentayu ~ Chow Kit","U2510",46.2666666666667,2025-11-12,"2025-11",449,437,0,12,0.9733,-0.0271,0.2667,0.267682148576753,0.7333,-0.2879,0.7498
"253","Stesen LRT Wangsa Maju ~ Ampang Point","U2538",36.65,2025-07-25,"2025-07",77,67,8,2,0.8701,-0.1391,0.5415,3.7558509214386,0.4585,-0.9942,0.37
"253","Stesen LRT Wangsa Maju ~ Ampang Point","U2538",39.9166666666667,2025-08-27,"2025-08",333,296,23,14,0.8889,-0.1178,0.421,0.11809408255003,0.579,-0.6643,0.5146
"253","Stesen LRT Wangsa Maju ~ Ampang Point","U2538",39.9166666666667,2025-09-23,"2025-09",273,239,26,8,0.8755,-0.133,0.4154,1.94582238497991,0.5846,-0.6673,0.5131
"253","Stesen LRT Wangsa Maju ~ Ampang Point","U2538",36.7166666666667,2025-10-07,"2025-10",157,138,13,6,0.879,-0.129,0.5523,2.07287167164811,0.4477,-1.0152,0.3623
"253","Stesen LRT Wangsa Maju ~ Ampang Point","U2538",29.25,2025-11-28,"2025-11",25,21,3,1,0.84,-0.1744,0.4291,0.761097624815635,0.5709,-0.7406,0.4768
"254","Ayer Panas ~ Titiwangsa via Chowkit","U2548",37.15,2025-07-16,"2025-07",158,137,14,7,0.8671,-0.1426,0.4607,0.460021421395018,0.5393,-0.783,0.457
"254","Ayer Panas ~ Titiwangsa via Chowkit","U2548",38.7166666666667,2025-08-20,"2025-08",101,87,9,5,0.8614,-0.1492,0.413,0.247681386635561,0.587,-0.6787,0.5073
"254","Ayer Panas ~ Titiwangsa via Chowkit","U2548",38.7166666666667,2025-09-12,"2025-09",189,166,18,5,0.8783,-0.1298,0.3286,2.13283340852712,0.6714,-0.4916,0.6116
"254","Ayer Panas ~ Titiwangsa via Chowkit","U2548",36.35,2025-10-28,"2025-10",92,80,8,4,0.8696,-0.1398,0.2874,0.534489287105273,0.7126,-0.4335,0.6482
"254","Ayer Panas ~ Titiwangsa via Chowkit","U2548",25.75,2025-11-20,"2025-11",75,66,5,4,0.88,-0.1278,0.3221,0.197693860552117,0.6779,-0.4783,0.6198
"300","Hab Pandan Indah ~ Lebuh Ampang","U3000",76.7166666666667,2025-07-31,"2025-07",1254,1202,33,19,0.9585,-0.0424,18.8405,10.2031963172847,0,NA,0
"300","Hab Pandan Indah ~ Lebuh Ampang","U3000",75.9,2025-08-29,"2025-08",1686,1632,32,22,0.968,-0.0326,31.2936,11.955277090123,0,NA,0
"300","Hab Pandan Indah ~ Lebuh Ampang","U3000",62.5333333333333,2025-09-29,"2025-09",738,722,11,5,0.9783,-0.0219,3.6105,7.68802683486438,0,NA,0
"300","Hab Pandan Indah ~ Lebuh Ampang","U3000",25.4333333333333,2025-10-27,"2025-10",426,414,8,4,0.9718,-0.0286,0.2457,5.08280607401027,0.7543,-0.2602,0.7709
"300","Hab Pandan Indah ~ Lebuh Ampang","U3000",74.8666666666667,2025-11-21,"2025-11",1746,1681,42,23,0.9628,-0.0379,3.7641,7.49255126864619,0,NA,0
"302","Titiwangsa ~ KLCC","U3020",37.05,2025-07-01,"2025-07",604,540,47,17,0.894,-0.112,0.0536,0.697461627261297,0.9464,-0.1846,0.8314
"302","Titiwangsa ~ KLCC","U3020",37.05,2025-08-27,"2025-08",507,466,26,15,0.9191,-0.0843,0.0875,0.0531457488332568,0.9125,-0.171,0.8428
"302","Titiwangsa ~ KLCC","U3020",37.05,2025-09-24,"2025-09",406,363,30,13,0.8941,-0.112,0.0987,0.155301933205985,0.9013,-0.2051,0.8146
"302","Titiwangsa ~ KLCC","U3020",34.9,2025-10-24,"2025-10",120,108,11,1,0.9,-0.1054,0.0485,0.202043602083454,0.9515,-0.1763,0.8384
"302","Titiwangsa ~ KLCC","U3020",37.05,2025-11-21,"2025-11",383,348,26,9,0.9086,-0.0958,0.0582,0.162926683792639,0.9418,-0.1696,0.844
"303","Taman Mulia Jaya ~ Lebuh Ampang","U3030",49.3166666666667,2025-07-21,"2025-07",844,827,1,16,0.9799,-0.0203,15.256,14.8380555577615,0,NA,0
"303","Taman Mulia Jaya ~ Lebuh Ampang","U3030",47.8333333333333,2025-08-29,"2025-08",848,831,1,16,0.98,-0.0203,16.5285,15.1847220696706,0,NA,0
"303","Taman Mulia Jaya ~ Lebuh Ampang","U3030",47.5166666666667,2025-09-03,"2025-09",465,457,1,7,0.9828,-0.0174,0.445,5.45008421068238,0.555,-0.6174,0.5393
"303","Taman Mulia Jaya ~ Lebuh Ampang","U3030",44.75,2025-10-03,"2025-10",257,251,0,6,0.9767,-0.0236,0.0526,13.0237203185845,0.9474,-0.0942,0.9101
"303","Taman Mulia Jaya ~ Lebuh Ampang","U3030",8.38333333333334,2025-11-10,"2025-11",14,13,0,1,0.9286,-0.0741,0.7097,60.7840169616402,0.2903,-1.4834,0.2269
"400","Damai Perdana ~ Hab Lebuh Pudu via Bukit Bintang","U4000",43.9833333333333,2025-07-10,"2025-07",608,577,0,31,0.949,-0.0523,0.4233,10.2884610946884,0.5767,-0.6026,0.5474
"400","Damai Perdana ~ Hab Lebuh Pudu via Bukit Bintang","U4000",42.6166666666667,2025-08-29,"2025-08",551,532,0,19,0.9655,-0.0351,36.7003,31.5183763128214,0,NA,0
"400","Damai Perdana ~ Hab Lebuh Pudu via Bukit Bintang","U4000",35.05,2025-09-03,"2025-09",172,163,0,9,0.9477,-0.0537,0.565,11.9918998012139,0.435,-0.9758,0.3769
"400","Damai Perdana ~ Hab Lebuh Pudu via Bukit Bintang","U4000",40.2333333333333,2025-10-29,"2025-10",179,172,0,7,0.9609,-0.0399,0.2299,10.7280774008776,0.7701,-0.2511,0.7779
"400","Damai Perdana ~ Hab Lebuh Pudu via Bukit Bintang","U4000",44.1166666666667,2025-11-21,"2025-11",488,466,0,22,0.9549,-0.0461,0.3645,10.248086911842,0.6355,-0.473,0.6231
"402","Terminal Maluri ~ Titiwangsa","U4028",91.4333333333333,2025-07-01,"2025-07",355,261,71,23,0.7352,-0.3076,0.2079,4.65891429867636,0.7921,-0.4977,0.6079
"402","Terminal Maluri ~ Titiwangsa","U4028",90.0333333333333,2025-08-01,"2025-08",356,270,58,28,0.7584,-0.2765,0.2472,4.87363209868506,0.7528,-0.5145,0.5978
"402","Terminal Maluri ~ Titiwangsa","U4028",90.6166666666667,2025-09-02,"2025-09",200,159,27,14,0.795,-0.2294,0.2984,4.3380232673521,0.7016,-0.5421,0.5815
"402","Terminal Maluri ~ Titiwangsa","U4028",81.9166666666667,2025-10-07,"2025-10",113,87,20,6,0.7699,-0.2615,0.288,9.56794295483713,0.712,-0.5584,0.5721
"402","Terminal Maluri ~ Titiwangsa","U4028",64.0833333333333,2025-11-19,"2025-11",111,82,25,4,0.7387,-0.3028,0.1137,2.61071331041282,0.8863,-0.4087,0.6645
"420","Hab Pandan Indah ~ Menara Maybank via Bukit Bintang","U4200",43.05,2025-07-02,"2025-07",389,366,0,23,0.9409,-0.0609,0.2168,13.4779238104552,0.7832,-0.2564,0.7738
"420","Hab Pandan Indah ~ Menara Maybank via Bukit Bintang","U4200",43.1166666666667,2025-08-29,"2025-08",656,621,2,33,0.9466,-0.0548,27.1628,15.1131756114956,0,NA,0
"420","Hab Pandan Indah ~ Menara Maybank via Bukit Bintang","U4200",42.9,2025-09-22,"2025-09",346,331,1,14,0.9566,-0.0443,0.2611,7.65193827193583,0.7389,-0.2973,0.7428
"420","Hab Pandan Indah ~ Menara Maybank via Bukit Bintang","U4200",39.9,2025-10-29,"2025-10",281,267,2,12,0.9502,-0.0511,0.1699,5.17109805374757,0.8301,-0.197,0.8212
"420","Hab Pandan Indah ~ Menara Maybank via Bukit Bintang","U4200",42.1166666666667,2025-11-05,"2025-11",547,525,4,18,0.9598,-0.0411,0.2008,9.42721611778012,0.7992,-0.2184,0.8038
"421","Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang","U4210",75.9333333333333,2025-07-23,"2025-07",280,242,27,11,0.8643,-0.1459,0.1508,14.4426774813809,0.8492,-0.2764,0.7585
"421","Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang","U4210",78.3833333333333,2025-08-20,"2025-08",385,327,39,19,0.8494,-0.1633,0.1531,5.09290484831594,0.8469,-0.2961,0.7437
"421","Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang","U4210",76.35,2025-09-19,"2025-09",476,411,56,9,0.8634,-0.1468,0.112,6.61903012211882,0.888,-0.2489,0.7797
"421","Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang","U4210",75.5333333333333,2025-10-10,"2025-10",265,223,38,4,0.8415,-0.1726,0.0889,9.24966837052534,0.9111,-0.2616,0.7698
"421","Hentian Taman Dagang ~ Menara Maybank via Bukit Bintang","U4210",76.1833333333333,2025-11-20,"2025-11",708,604,78,26,0.8531,-0.1589,0.1709,5.20577420629807,0.8291,-0.308,0.7349
"450","Hentian Kajang ~ Hab Lebuh Pudu","U4500",68.25,2025-07-16,"2025-07",747,675,48,24,0.9036,-0.1014,0.0665,0.0173913567192887,0.9335,-0.1784,0.8366
"450","Hentian Kajang ~ Hab Lebuh Pudu","U4500",69.5166666666667,2025-08-04,"2025-08",902,810,73,19,0.898,-0.1076,0.0745,0.185952721461794,0.9255,-0.1883,0.8284
"450","Hentian Kajang ~ Hab Lebuh Pudu","U4500",64.8166666666667,2025-09-11,"2025-09",553,496,44,13,0.8969,-0.1088,0.0871,0.0577740134834592,0.9129,-0.1955,0.8224
"450","Hentian Kajang ~ Hab Lebuh Pudu","U4500",62.3,2025-10-15,"2025-10",284,257,22,5,0.9049,-0.0999,0.0706,0.142804988574996,0.9294,-0.1792,0.8359
"450","Hentian Kajang ~ Hab Lebuh Pudu","U4500",66.9166666666667,2025-11-20,"2025-11",679,609,53,17,0.8969,-0.1088,0.0459,0.0363946281521509,0.9541,-0.1791,0.836
"506","Putrajaya Sentral ~ Bandar Utama","U5068",50,2025-07-17,"2025-07",203,173,17,13,0.8522,-0.1599,0.2203,0.235545335213227,0.7797,-0.3617,0.6965
"506","Putrajaya Sentral ~ Bandar Utama","U5068",93.6333333333333,2025-08-08,"2025-08",178,144,11,23,0.809,-0.212,0.1894,0.0920809607537483,0.8106,-0.3803,0.6837
